dex_id,national_id,name,type1,type2,form_tag,hp,atk,def,spa,spd,spe,ability1,ability2,hidden_ability,evo_from,evo_method,evo_into,location,catch_rate,gender_ratio,egg_group1,egg_group2,description
115,115,Kangaskhan,Normal,,,105,95,80,40,80,90,Early Bird,Scrappy,Inner Focus,,,,Safari Zone,45,F100,Monster,,The infant rarely ventures out of its mother's belly pouch until it is 3 years old.
116,116,Horsea,Water,,,30,40,70,70,25,60,Swift Swim,Sniper,Damp,,,Seadra,Routes 19 / 20 / 21 (surf),225,M50/F50,Water 1,Dragon,Known to shoot down flying bugs with precision blasts of ink from the surface of the water.
117,117,Seadra,Water,,,55,65,95,95,45,85,Poison Point,Sniper,Damp,Horsea,Lv. 32,,Routes 19 / 20 / 21 (surf),75,M50/F50,Water 1,Dragon,Capable of swimming backwards by rapidly flapping its wing-like pectoral fins and stout tail.
118,118,Goldeen,Water,,,45,67,60,35,50,63,Swift Swim,Water Veil,Lightning Rod,,,Seaking,Routes 19 / 20 / 21 (fish),225,M50/F50,Water 2,,"Its tail fin billows like an elegant ballgown, giving it the nickname of the Water Queen."
119,119,Seaking,Water,,,80,92,65,65,80,68,Swift Swim,Water Veil,Lightning Rod,Goldeen,Lv. 33,,Seafoam Islands (fish),60,M50/F50,Water 2,,"In autumn, its body becomes more fatty in preparation for winter. It swims powerfully in rapids."
120,120,Staryu,Water,,,30,45,55,70,55,85,Illuminate,Natural Cure,Analytic,,,Starmie (Water Stone),Routes 19 / 20 (surf),225,Genderless,Water 3,,An enigmatic POKéMON that can effortlessly regenerate any appendage it loses in battle.
121,121,Starmie,Water,Psychic,,60,75,85,100,85,115,Illuminate,Natural Cure,Analytic,Staryu,Water Stone,,Evolve Staryu,60,Genderless,Water 3,,Its central core glows with the seven colors of the rainbow. Some people value the core as a jewel.
122,122,Mr. Mime,Psychic,Fairy,,40,45,65,100,120,90,Soundproof,Filter,Technician,,,,Saffron City (trade in-game),45,M50/F50,Human-Like,,"If interrupted while it is miming, it will slap around the offender with its broad hands."
123,123,Scyther,Bug,Flying,,70,110,80,55,80,105,Swarm,Technician,Steadfast,,,,Safari Zone,45,M50/F50,Bug,,With ninja-like agility and speed it can create the illusion that there is more than one.
124,124,Jynx,Ice,Psychic,,65,50,35,115,95,95,Oblivious,Forewarn,Dry Skin,,,,Trade in Cerulean City,45,F100,Human-Like,,It seductively wiggles its hips as it walks. It can cause people to dance in unison with it.
125,125,Electabuzz,Electric,,,65,83,57,95,85,105,Static,,Vital Spirit,,,,Power Plant,45,M75/F25,Human-Like,,"Normally found near power plants, they can wander away and cause massive blackouts in cities."
126,126,Magmar,Fire,,,65,95,57,100,85,93,Flame Body,,Vital Spirit,,,,Pokémon Mansion (Red only),45,M75/F25,Human-Like,,Its body always burns with an orange glow that enables it to hide perfectly among flames.
127,127,Pinsir,Bug,,,65,125,100,55,70,85,Hyper Cutter,Mold Breaker,Moxie,,,,Safari Zone,45,M50/F50,Bug,,"If it fails to crush the foe in its pincers, it will swing it around and toss it hard."
128,128,Tauros,Normal,,,75,100,95,40,70,110,Intimidate,Anger Point,Sheer Force,,,,Safari Zone,45,M100,Field,,"A rowdy, boisterous POKéMON. It will charge in a straight line at anything that moves."
129,129,Magikarp,Water,,,20,10,55,15,20,80,Swift Swim,,Rattled,,,Gyarados,Any water route (fish) / Pokémon Center Mt. Moon (Old Rod),255,M50/F50,Water 2,Dragon,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
130,130,Gyarados,Water,Flying,,95,125,79,60,100,81,Intimidate,,Moxie,Magikarp,Lv. 20,,Evolve Magikarp,45,M50/F50,Water 2,Dragon,"Once it appears, it goes on a rampage. It remains enraged until it demolishes everything around it."
131,131,Lapras,Water,Ice,,130,85,80,85,95,60,Water Absorb,Shell Armor,Hydration,,,,Silph Co. (Gift) / Seafoam Islands (post-game),45,M50/F50,Monster,Water 1,A POKéMON that has been overhunted almost to extinction. It can ferry people across the water.
132,132,Ditto,Normal,,,48,48,48,48,48,48,Limber,,Imposter,,,,Cerulean Cave / Pokémon Mansion,35,Genderless,Ditto,,Capable of copying an enemy's genetic code to instantly transform itself into a duplicate of the enemy.
133,133,Eevee,Normal,,,55,55,50,45,65,55,Run Away,Adaptability,Anticipation,,,Vaporeon / Jolteon / Flareon (Stones),Celadon City (Gift),45,M87.5/F12.5,Field,,Its genetic code is irregular. It may mutate if it is exposed to radiation from element STONES.
134,134,Vaporeon,Water,,,130,65,60,110,95,65,Water Absorb,Hydration,,Eevee,Water Stone,,Evolve Eevee,45,M87.5/F12.5,Field,,Underwent a spontaneous mutation and grew fins and gills that allow it to live underwater at will.
135,135,Jolteon,Electric,,,65,65,60,110,95,130,Volt Absorb,Quick Feet,,Eevee,Thunder Stone,,Evolve Eevee,45,M87.5/F12.5,Field,,"It accumulates negative ions in the atmosphere to blast out 10,000-volt lightning bolts."
136,136,Flareon,Fire,,,65,130,60,95,110,65,Flash Fire,Guts,,Eevee,Fire Stone,,Evolve Eevee,45,M87.5/F12.5,Field,,"When storing thermal energy in its body, its temperature could soar to over 1,600 degrees."
137,137,Porygon,Normal,,,65,60,70,85,75,40,Trace,Download,Analytic,,,,Celadon City Game Corner (Coins),45,Genderless,Mineral,,A POKéMON that consists entirely of programming code. Capable of moving freely in cyberspace.
138,138,Omanyte,Rock,Water,,35,40,100,90,55,35,Swift Swim,Shell Armor,Weak Armor,,,Omastar,Cinnabar Island Lab (Helix Fossil),45,M87.5/F12.5,Water 1,Water 3,A prehistoric POKéMON resurrected from an ancient fossil. It swam by twisting its 10 tentacles about.
139,139,Omastar,Rock,Water,,70,60,125,115,70,55,Swift Swim,Shell Armor,Weak Armor,Omanyte,Lv. 40,,Evolve Omanyte,45,M87.5/F12.5,Water 1,Water 3,"A prehistoric POKéMON. Research revealed that the shell on its back grew too big, limiting its diet."
140,140,Kabuto,Rock,Water,,30,80,90,55,45,55,Swift Swim,Battle Armor,Weak Armor,,,Kabutops,Cinnabar Island Lab (Dome Fossil),45,M87.5/F12.5,Water 1,Water 3,A POKéMON that was resurrected from a fossil found in what was once the ocean floor eons ago.
141,141,Kabutops,Rock,Water,,60,115,105,65,70,80,Swift Swim,Battle Armor,Weak Armor,Kabuto,Lv. 40,,Evolve Kabuto,45,M87.5/F12.5,Water 1,Water 3,Its sleek shape is perfect for swimming. It slashes prey with its claws and drains the body fluids.
142,142,Aerodactyl,Rock,Flying,,80,105,65,60,75,130,Rock Head,Pressure,Unnerve,,,,Cinnabar Island Lab (Old Amber),45,M87.5/F12.5,Flying,,"A ferocious, prehistoric POKéMON that goes for the enemy's throat with its serrated, saw-like fangs."
143,143,Snorlax,Normal,,,160,110,65,65,110,30,Immunity,Thick Fat,Gluttony,,,,Routes 12 / 16 (blocks path — use Poké Flute),25,M87.5/F12.5,Monster,,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful."
144,144,Articuno,Ice,Flying,Legendary,90,85,100,95,125,85,Pressure,,Snow Cloak,,,,Seafoam Islands,3,Genderless,Undiscovered,,A legendary bird POKéMON. It can create blizzards by freezing moisture in the air.
145,145,Zapdos,Electric,Flying,Legendary,90,90,85,125,90,100,Pressure,,Static,,,,Power Plant,3,Genderless,Undiscovered,,A legendary bird POKéMON. It is said to appear when the sky turns dark and lightning showers down.
146,146,Moltres,Fire,Flying,Legendary,90,100,90,125,85,90,Pressure,,Flame Body,,,,Victory Road,3,Genderless,Undiscovered,,Known as the legendary bird of fire. Every flap of its wings creates a dazzling flash of flames.
147,147,Dratini,Dragon,,,41,64,45,50,50,50,Shed Skin,,Marvel Scale,,,Dragonair,Safari Zone (fish) / Celadon City Game Corner (Coins),45,M50/F50,Water 1,Dragon,Long considered a mythical POKéMON until recently when a small colony was found living underwater.
148,148,Dragonair,Dragon,,,61,84,65,70,70,70,Shed Skin,,Marvel Scale,Dratini,Lv. 30,Dragonite,"Safari Zone (fish, rare)",45,M50/F50,Water 1,Dragon,A mystical POKéMON that exudes a gentle aura. Has the ability to change climate conditions.
149,149,Dragonite,Dragon,Flying,,91,134,95,100,100,80,Inner Focus,,Multiscale,Dragonair,Lv. 55,,Evolve Dragonair,45,M50/F50,Water 1,Dragon,An extremely rarely seen marine POKéMON. Its intelligence is said to match that of humans.
150,150,Mewtwo,Psychic,,Legendary,106,110,90,154,90,130,Pressure,,Unnerve,,,,Cerulean Cave (post-game),3,Genderless,Undiscovered,,It was created by a scientist after years of horrific gene splicing and DNA engineering experiments.
151,151,Mew,Psychic,,Mythical,100,100,100,100,100,100,Synchronize,,,,,,Not obtainable in-game (Event / Glitch only),45,Genderless,Undiscovered,,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.
